50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,0a937e97-b18e-46a6-8fc6-1421fc8350de,3522,,,"[96.0, 8.8]",70275,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Cristian Tello Herrera,6658.0,Left Wing Back,171,Barcelona,217,['0aba26d5-d3a7-4639-a270-eb49c1d07c12'],14,,,,,,,,,,,,,,,,Barcelona,217,00:42:14.491,Dribble,True,2012/2013
,,,,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,0097532d-f94e-452e-9028-cb319e3e1ebb,3525,,,"[97.6, 8.8]",70275,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Cristian Tello Herrera,6658.0,Left Wing Back,171,Barcelona,217,['39899847-872b-4227-883a-959b4d06a040'],15,,,,,,,,,,,,,,,,Barcelona,217,00:42:15.303,Dribble,True,2012/2013
,,,,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,,725d712b-0ed7-4cf9-82f2-3f5e2c33c395,3532,,,"[42.4, 67.8]",70275,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Antonio Manuel Luna Rodríguez,6675.0,Left Wing,171,Barcelona,217,['6701752c-0da2-4408-97a6-47403fa5313a'],19,,,,,,,,,,,,,,,,Sevilla,213,00:42:19.609,Dribble,True,2012/2013
,,,,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,c8968df5-1c0c-46d0-985b-e87b698d8a2a,3572,,,"[89.7, 41.9]",70275,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Left Center Forward,171,Barcelona,217,['d9aebc70-e725-44f2-b955-073932196d8d'],56,,,,,,,,,,,,,,,,Barcelona,217,00:42:56.191,Dribble,True,2012/2013
,,,,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,9ae23579-c7ad-4b9d-ab02-5685af1df7d1,3670,,,"[116.7, 14.5]",70275,91,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Cristian Tello Herrera,6658.0,Left Wing Back,179,Barcelona,217,"['407a681a-9b66-4c87-bae0-9aed603817fa', '77eff25d-3aa9-4aab-8f93-f5ff3f7b3929']",52,,,,,,,,,,,,,,,,Barcelona,217,00:46:52.672,Dribble,True,2012/2013
,,,,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,b2347265-9ea4-4e43-9570-287811218d2d,3698,,,"[108.0, 30.4]",70275,92,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,David Villa Sánchez,12737.0,Right Center Forward,179,Barcelona,217,['5d144437-cf15-403f-bc0d-86472010f271'],16,,,,,,,,,,,,,,,,Barcelona,217,00:47:16.060,Dribble,True,2012/2013
,,,,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,044e9f49-1834-4ff6-a3d1-773bca138a0f,3733,,,"[52.5, 75.2]",70275,94,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing Back,181,Barcelona,217,['b2cbe4b2-e1cb-4e2b-9b55-e2a6094c4320'],12,,,,,,,,,,,,,,,,Barcelona,217,00:49:12.298,Dribble,True,2012/2013
,,,,,,,,,,,,,,,,,,,1.013146,,,,,,,,,,,,,31b5c900-3972-4d97-b78b-1aa122d09b35,105,,,"[102.8, 26.7]",70275,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,3,Barcelona,217,"['e89d0802-d51e-439e-af89-80d3fee15e73', 'ebdc8fc2-0e7a-4e15-baf0-3993a3ba63f5']",35,Right Foot,"[120.0, 47.1, 5.1]",,"[{'location': [118.9, 36.9], 'player': {'id': 25946, 'name': 'Andrés Palop Cervera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.3, 55.2], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.6, 33.5], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.9, 38.0], 'player': {'id': 26790, 'name': 'Piotr Trochowski'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.4, 25.4], 'player': {'id': 26638, 'name': 'Alberto Botía Rabasco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 45.2], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.8, 22.0], 'player': {'id': 27119, 'name': 'Alex Sandro Mendonça Dos Santos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.3, 28.1], 'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",4e34593f-ca1e-4f34-b011-63d7da91c193,,Off T,0.050169203,Normal,Open Play,,,,,,Barcelona,217,00:01:35.667,Shot,True,2012/2013
,,,,,,,,,,,,,,,,,,,1.412476,,,,,,,,,,,,,1a2b0984-f161-4d14-80b4-e3ef026f49c2,644,,,"[101.7, 20.9]",70275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Álvaro Negredo Sánchez,20542.0,Center Forward,25,Sevilla,213,['a06060af-7821-4a08-8dbc-8716510bbda9'],4,Left Foot,"[120.0, 49.2, 0.2]",,"[{'location': [118.8, 38.4], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 22.0], 'player': {'id': 27053, 'name': 'Alexandre Dimitri Song-Billong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.3, 27.2], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.5, 36.4], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.1, 49.9], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.1, 41.7], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",248c501b-df6d-4e1d-ba99-4b5e27cfcb9b,,Off T,0.011135467,Normal,Open Play,,,,,,Sevilla,213,00:12:04.299,Shot,,2012/2013
,,,,,,,,,,,,,,,,,,,0.585781,,,,,,,,,,,,,7c917d92-2dd2-4210-aa42-237acb3e161c,678,,,"[107.5, 30.5]",70275,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,26,Barcelona,217,['1b48b848-c6f6-47ea-91b9-3c88c9328ccf'],53,Left Foot,"[116.7, 37.5, 0.2]",True,"[{'location': [101.1, 61.0], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.1, 36.0], 'player': {'id': 27119, 'name': 'Alex Sandro Mendonça Dos Santos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.9, 37.0], 'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 49.7], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.4, 48.4], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.4, 42.5], 'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.3, 32.2], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 43.8], 'player': {'id': 26396, 'name': 'Hedwiges Maduro'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 38.7], 'player': {'id': 26638, 'name': 'Alberto Botía Rabasco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.1, 36.8], 'player': {'id': 25946, 'name': 'Andrés Palop Cervera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",e9c2dc82-5804-45e1-bec4-6a7fa34001dd,,Saved,0.09595823,Normal,Open Play,,,,,,Barcelona,217,00:12:53.975,Shot,,2012/2013
,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,d5c92508-7c3d-410d-973e-3052bf28e781,958,,,"[96.5, 40.9]",70275,18,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Center Attacking Midfield,38,Sevilla,213,['24fb0ca1-7502-4b49-9257-d5162265ffa6'],49,Right Foot,"[118.7, 39.9, 0.8]",True,"[{'location': [105.9, 51.2], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.6, 51.2], 'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.8, 59.2], 'player': {'id': 27119, 'name': 'Alex Sandro Mendonça Dos Santos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.3, 34.6], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.5, 40.0], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 42.2], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.9, 42.8], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.9, 47.7], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 44.6], 'player': {'id': 27053, 'name': 'Alexandre Dimitri Song-Billong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 27.9], 'player': {'id': 26790, 'name': 'Piotr Trochowski'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",283d8725-0730-422b-bb0d-1b78307222bb,,Saved,0.050879084,Normal,Open Play,,,,,,Sevilla,213,00:18:49.222,Shot,,2012/2013
,,,,,,,,,,,,,,,,,,,0.4572,,,,,,,,,,,,,76971c9e-5eee-4b3e-94e2-20f08b0c5c02,1216,,,"[91.1, 58.1]",70275,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gary Alexis Medel Soto,16453.0,Right Defensive Midfield,53,Sevilla,213,"['7782125b-d936-4b45-9875-12eafce4fd74', '95eeea07-5f55-40a2-8b57-9cc9e0a62275']",14,Right Foot,"[103.7, 48.6]",,"[{'location': [90.6, 59.7], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.1, 40.5], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.7, 34.6], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.1, 47.7], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.9, 40.3], 'player': {'id': 27053, 'name': 'Alexandre Dimitri Song-Billong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.5, 55.6], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 61.2], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.3, 73.3], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.4, 34.2], 'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.5, 44.8], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [94.3, 26.1], 'player': {'id': 26790, 'name': 'Piotr Trochowski'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",974d55bb-dbd5-4a7c-ac35-cefeabb5b1cc,,Blocked,0.0072691133,Normal,Open Play,,,,,,Sevilla,213,00:25:14.345,Shot,,2012/2013
,,,,,,,,,,,,,,,,,,,0.853319,,,,,,,,,,,,,3eb21625-57d5-43bf-a135-09d0e7ae8fdb,1221,,,"[108.6, 28.5]",70275,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Piotr Trochowski,26790.0,Left Wing,53,Sevilla,213,['ca4ce8df-f776-44ea-b428-8c2bfa88f650'],17,Left Foot,"[120.0, 41.6, 0.4]",,"[{'location': [105.4, 28.5], 'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.4, 40.7], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 31.4], 'player': {'id': 27053, 'name': 'Alexandre Dimitri Song-Billong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 30.4], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.1, 37.0], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Goal,0.06800434,Normal,Open Play,,,,,,Sevilla,213,00:25:17.622,Shot,,2012/2013
,,,,,,,,,,,,,,,,,,,0.0735,,,,,,,,,,,,,61bf407d-2566-4224-a478-465e83f7a0f2,1259,,,"[114.5, 40.9]",70275,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,54,Barcelona,217,['5ac6144b-36e8-4e22-baf6-c1dc5675cc87'],3,Head,"[115.7, 40.8, 2.3]",,"[{'location': [114.1, 37.7], 'player': {'id': 26396, 'name': 'Hedwiges Maduro'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.6, 39.2], 'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 42.3], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.6, 43.1], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.8, 41.2], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.5, 19.0], 'player': {'id': 26638, 'name': 'Alberto Botía Rabasco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.7, 20.3], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.6, 40.9], 'player': {'id': 25946, 'name': 'Andrés Palop Cervera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",e118d565-190a-446e-8c96-46d0bbb2b400,,Saved,0.1939541,Normal,Open Play,,,,,,Barcelona,217,00:27:03.148,Shot,,2012/2013
,,,,,,,,,,,,,,,,,,,0.1293,,,,,,,,,,,,,9775a9b9-7a20-4e9c-89eb-481ef0c18e37,1262,,,"[111.7, 41.6]",70275,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,54,Barcelona,217,"['8befb30a-0675-4838-afce-4998979f3a32', '9998b5ba-dfef-4391-82e5-2aa95fe39472']",4,Left Foot,"[113.9, 40.6]",True,"[{'location': [120.0, 20.2], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.1, 43.8], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.9, 40.6], 'player': {'id': 26396, 'name': 'Hedwiges Maduro'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.8, 31.6], 'player': {'id': 27119, 'name': 'Alex Sandro Mendonça Dos Santos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.7, 42.7], 'player': {'id': 25946, 'name': 'Andrés Palop Cervera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.2, 41.3], 'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.5, 44.1], 'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.3, 42.8], 'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Blocked,0.15854979,Volley,Open Play,,,,,,Barcelona,217,00:27:04.321,Shot,,2012/2013
,,,,,,,,,,,,,,,,,,,1.568131,,,,,,,,,,,,,4a666457-b522-4274-b979-b28abc3fe405,1615,,,"[101.1, 59.7]",70275,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Álvaro Negredo Sánchez,20542.0,Center Forward,74,Sevilla,213,['9cf15077-4dd2-4194-a89f-8bd9aa5cafed'],28,Left Foot,"[120.0, 34.1, 1.6]",,"[{'location': [83.4, 27.7], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.3, 30.3], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.0, 30.9], 'player': {'id': 27053, 'name': 'Alexandre Dimitri Song-Billong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.7, 30.2], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.7, 34.3], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 46.1], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 58.5], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.5, 60.0], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.9, 43.0], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",b294cb88-99b1-44a8-88e6-54c691c21675,,Off T,0.009632288,Normal,Open Play,,,,,,Sevilla,213,00:36:28.443,Shot,,2012/2013
,,,,,,,,,,,,,,,,,,,1.393801,,,,,,,,,,,,,66995590-e71e-4ae4-ac9f-b423aaeae8c8,1838,,,"[88.8, 48.7]",70275,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gary Alexis Medel Soto,16453.0,Right Defensive Midfield,83,Sevilla,213,['d388a147-0b11-485b-8668-9cc8c30ab839'],58,Right Foot,"[120.0, 49.0, 2.3]",,"[{'location': [99.2, 19.4], 'player': {'id': 24507, 'name': 'Manuel del Moral Fernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.9, 41.4], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.7, 21.7], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.5, 67.6], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.1, 47.1], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.6, 56.6], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.8, 44.7], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 39.7], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.1, 34.3], 'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.4, 30.2], 'player': {'id': 27053, 'name': 'Alexandre Dimitri Song-Billong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [76.9, 23.4], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [82.3, 32.3], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.3, 35.4], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.8, 36.4], 'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [79.9, 39.7], 'player': {'id': 26396, 'name': 'Hedwiges Maduro'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",1af794c7-3934-47b5-b4c3-04b836b53657,,Off T,0.022434412,Normal,Open Play,,,,,,Sevilla,213,00:41:58.831,Shot,,2012/2013
