ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.602964,,,,,,,,,,,,,,,4e726549-7d4b-4edc-9bf2-13ef03877311,521,,"[8.9, 44.9]",68320,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sylvio Mendes Campos Junior,25854.0,Left Back,31,Villarreal,222,"['6ef44e1c-2278-4c0f-bcf8-981fc726d049', '9864708f-89cb-4cfc-b524-7e76a413b09d']",40,,,,,,,,,,,,,,,Barcelona,217,00:13:40.243,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.57707,,,,,,,,,,,,,,,5b61d1d9-8816-44d3-b685-dc6b02671f4a,540,,"[57.6, 53.3]",68320,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,José María Romero Poyón,25940.0,Center Attacking Midfield,32,Barcelona,217,['43026911-316d-48c4-9796-54f557618f3f'],27,,,,,,,,,,,,,,,Villarreal,222,00:14:27.464,Pressure,,2005/2006
,,,,,,,,,,,,,,,1.615787,,,,,,,,,,,,,,,2f5df86e-fd84-431d-9395-999e2b7ae61c,550,,"[56.9, 68.7]",68320,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,José María Romero Poyón,25940.0,Center Attacking Midfield,32,Barcelona,217,['fb1d2b34-d4c6-4641-93cd-b5c38635303f'],32,,,,,,,,,,,,,,,Villarreal,222,00:14:32.239,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.595013,,,,,,,,,,,,,,,035cc2d3-27e3-4287-bd66-e8b7c7a1d25a,552,,"[56.4, 54.4]",68320,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Juan Román Riquelme,25934.0,Right Wing,32,Barcelona,217,"['2bceecf4-8447-40a2-862d-b07b4f0f850f', '5e08cee0-35d8-427c-8b95-cd74dcd418f7', 'bfaabe7a-b7c3-44ea-9f75-74ad44f489d4']",36,,,,,,,,,,,,,,,Villarreal,222,00:14:36.756,Pressure,,2005/2006
,,,,,,,,,,,,,,,1.089566,,,,,,,,,,,,,,,0eda300d-3bf3-4529-a5c4-b3632722c1f1,561,,"[49.0, 74.7]",68320,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,32,Barcelona,217,"['1fc14e7a-57cd-4005-85fb-deeb56f18152', 'fe79cee1-3fb6-4eeb-8363-86554dca6499']",45,,,,,,,,,,,,,,,Villarreal,222,00:14:45.819,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.694482,,,,,,,,,,,,,,,a2c9c1e6-10c6-404c-a047-c7f9c6420ee6,565,,"[47.3, 60.3]",68320,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,José Joaquín Moreno Verdú,25939.0,Right Center Midfield,32,Barcelona,217,"['42074627-9aeb-489d-a329-02f32cd38225', '860dc3f8-6e6c-4081-b4d9-1c86502a6752']",47,,,,,,,,,,,,,,,Villarreal,222,00:14:47.678,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,a5e7896b-c262-4870-ac4b-25a4ce27c118,567,,"[69.6, 15.0]",68320,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Thiago Motta,4325.0,Right Center Midfield,32,Barcelona,217,"['7f11e55f-9310-43ea-b5b8-4c0306522d57', '820dcdcb-4050-4d67-acb3-170cd9bcb7d9']",50,,,,,,,,,,,,,,,Barcelona,217,00:14:50.274,Pressure,,2005/2006
,,,,,,,,,True,,,,,,2.4,,,,,,,,,,,,,,,d92fc4a6-94a5-4403-88c2-a689b2e16b73,570,,"[68.4, 22.7]",68320,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,33,Villarreal,222,['820dcdcb-4050-4d67-acb3-170cd9bcb7d9'],51,,,,,,,,,,,,,,,Barcelona,217,00:14:51.230,Pressure,,2005/2006
,,,,,,,,,,,,,,,1.113845,,,,,,,,,,,,,,,37afe690-6c5a-4875-9b11-3551e923ab28,594,,"[53.1, 13.0]",68320,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Juan Román Riquelme,25934.0,Right Wing,36,Barcelona,217,['ba22447b-6fc3-45e5-a923-f206dc203f3d'],24,,,,,,,,,,,,,,,Villarreal,222,00:16:24.556,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.739929,,,,,,,,,,,,,,,6e064bc3-c7a5-4d62-84b5-eae22f7db31a,607,,"[56.9, 4.0]",68320,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Rodolfo Martín Arruabarrena,25935.0,Left Back,36,Barcelona,217,,41,,,,,,,,,,,,,,,Villarreal,222,00:16:41.042,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.776889,,,,,,,,,,,,,,,7a6e2ab4-06c3-4a3f-8457-a9a402f8080d,610,,"[57.2, 12.7]",68320,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Juan Pablo Sorín,25938.0,Left Wing,36,Barcelona,217,"['681e4d2a-0776-4265-b33f-b3247fd1bd51', 'aaedfcab-e789-464b-8f7c-10bcf281ee88']",42,,,,,,,,,,,,,,,Villarreal,222,00:16:42.791,Pressure,,2005/2006
,,,,,,,,,,,,,,,1.071913,,,,,,,,,,,,,,,3b2c1ef2-398b-42e4-97a4-fb1793f86204,612,,"[49.2, 19.3]",68320,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Juan Manuel Peña Montaño,25933.0,Left Center Back,36,Barcelona,217,"['4f87cedd-86f6-416f-9e42-8829998d3886', 'c42a4f65-8a03-4ad0-9c92-f655b1d2dc20']",43,,,,,,,,,,,,,,,Villarreal,222,00:16:43.233,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.4244,,,,,,,,,,,,,,,b1e1420b-a317-4069-b90d-509865203a10,618,,"[43.9, 11.5]",68320,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Rodolfo Martín Arruabarrena,25935.0,Left Back,36,Barcelona,217,"['39a9fe90-2635-4756-9385-8760e27a0359', '42da93f2-7604-4018-a141-bb705e80c2f4', 'dadc5fd9-01bd-475a-8a01-40107b7c16ab']",46,,,,,,,,,,,,,,,Villarreal,222,00:16:46.259,Pressure,,2005/2006
,,,,,,,,,,,,,,,1.928228,,,,,,,,,,,,,,,c31128ef-d7dd-41eb-844f-e1fd83c36458,622,,"[34.2, 12.0]",68320,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Juan Manuel Peña Montaño,25933.0,Left Center Back,36,Barcelona,217,['42da93f2-7604-4018-a141-bb705e80c2f4'],47,,,,,,,,,,,,,,,Villarreal,222,00:16:47.399,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.2017,,,,,,,,,,,,,,,085e6024-473a-4225-b16d-93900e666627,623,,"[23.4, 13.5]",68320,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,José Joaquín Moreno Verdú,25939.0,Right Center Midfield,36,Barcelona,217,['5c233d07-b7a5-472f-a427-966bd9949475'],49,,,,,,,,,,,,,,,Villarreal,222,00:16:49.818,Pressure,,2005/2006
,,,,,,,,,True,,,,,,1.6507,,,,,,,,,,,,,,,4866d14f-cc8b-4cd1-abeb-7406fd404f06,630,,"[65.3, 57.2]",68320,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Oleguer Presas Renom,25873.0,Right Back,37,Villarreal,222,"['612eea20-6eee-4a4b-9e25-e36eb69cfbae', '8e37213c-730f-43d7-bb8f-c72572d01428', 'ce51cb4b-aa21-4fff-bec2-389d323aecbc']",54,,,,,,,,,,,,,,,Barcelona,217,00:16:54.503,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.694762,,,,,,,,,,,,,,,2663fb45-ab19-460d-bd0b-66e117ea1cd0,646,,"[70.1, 60.5]",68320,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Román Riquelme,25934.0,Right Wing,38,Barcelona,217,['048820f6-cc31-48b0-9c25-3fa841c4fb05'],14,,,,,,,,,,,,,,,Villarreal,222,00:17:14.003,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.7345,,,,,,,,,,,,,,,3678fe4f-921f-4370-9c77-ad4343ac9f87,653,,"[72.1, 49.9]",68320,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luciano Gabriel Figueroa Herrera,25941.0,Center Forward,38,Barcelona,217,"['243aa706-3790-4b12-94ad-588ef370e7b4', '4b330fcb-ad54-4cfb-b01e-ebf26af15f81']",24,,,,,,,,,,,,,,,Villarreal,222,00:17:24.369,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.881255,,,,,,,,,,,,,,,3c5c484d-319e-4b04-90a7-087a8aaf93aa,659,,"[52.8, 57.8]",68320,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Joaquín Moreno Verdú,25939.0,Right Center Midfield,38,Barcelona,217,['aa3a1e86-61a0-46ab-816c-938e45dddb86'],30,,,,,,,,,,,,,,,Villarreal,222,00:17:30.366,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.7247,,,,,,,,,,,,,,,98f0aa89-9ef1-46fe-b4a2-c3330af09c30,664,,"[52.1, 59.3]",68320,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,38,Barcelona,217,['e981b5bb-bcd4-485b-871e-98c066f055ae'],33,,,,,,,,,,,,,,,Villarreal,222,00:17:33.057,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.789888,,,,,,,,,,,,,,,dbce9095-f7aa-418c-8cb4-f35a2d46d6fa,671,,"[42.4, 46.5]",68320,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,38,Barcelona,217,"['9d98f87e-3b5e-4298-add9-59db3a06c044', 'd838842b-b5ae-4568-8dcb-f345de89f35c']",44,,,,,,,,,,,,,,,Villarreal,222,00:17:44.770,Pressure,,2005/2006
,,,,,,,,,True,,,,,,0.5637,,,,,,,,,,,,,,,4a8162ad-ab57-4122-b357-24900ef1c762,678,,"[74.5, 47.1]",68320,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,39,Villarreal,222,"['96cf4e74-38b7-459c-a83d-1742dda6c929', '99bc8937-24d7-4fe9-ad4c-9b771dd10243', 'f0d7ac90-aa20-470b-924c-45aab0d68e26']",47,,,,,,,,,,,,,,,Barcelona,217,00:17:47.028,Pressure,,2005/2006
,,,,,,,,,True,,,,,,0.938402,,,,,,,,,,,,,,,91135082-5b69-4e6d-886c-486fd08c2a9c,684,,"[76.6, 52.3]",68320,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,39,Villarreal,222,['b9655ab7-4d28-4a2c-8a4b-784632f968eb'],48,,,,,,,,,,,,,,,Barcelona,217,00:17:48.565,Pressure,,2005/2006
,,,,,,,,,True,,,,,,0.693143,,,,,,,,,,,,,,,f9395bac-9f3b-474c-8d95-6a663bab64ca,688,,"[34.7, 21.4]",68320,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Pablo Sorín,25938.0,Left Wing,40,Barcelona,217,['90b9f26d-9b60-400b-9d6c-838671e5b0b0'],50,,,,,,,,,,,,,,,Villarreal,222,00:17:50.990,Pressure,,2005/2006
,,,,,,,,,,,,,,,1.40518,,,,,,,,,,,,,,,b3fa5d7d-698f-4b67-90e1-6c8eadf0f7c5,693,,"[42.2, 22.4]",68320,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Joaquín Moreno Verdú,25939.0,Right Center Midfield,40,Barcelona,217,"['2a64cd87-3760-4e99-853f-4564d24e8e26', '9cbce5d5-6202-49d1-ac5f-8d432ee0a8a3']",55,,,,,,,,,,,,,,,Villarreal,222,00:17:55.792,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.359668,,,,,,,,,,,,,,,319835a1-6755-48b1-8a58-0c856dfab27e,705,,"[37.3, 54.2]",68320,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Rodríguez Venta,25937.0,Right Back,40,Barcelona,217,['d980ea51-bf31-4d60-8ec4-6352f1fa223a'],3,,,,,,,,,,,,,,,Villarreal,222,00:18:03.632,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.438287,,,,,,,,,,,,,,,c52574ab-db13-4ed3-ba92-dcd878a2e1b3,711,,"[32.0, 45.5]",68320,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,40,Barcelona,217,['7f7040b5-72d7-4353-806b-ef9e1cd02100'],7,,,,,,,,,,,,,,,Villarreal,222,00:18:07.691,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.687,,,,,,,,,,,,,,,278ad44b-c09d-4092-936c-a5f2861b8dc1,712,,"[25.0, 47.2]",68320,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Javier Rodríguez,25931.0,Right Center Back,40,Barcelona,217,"['3af30165-1459-4931-a190-1e0c31dedcf9', '4762bec5-75b0-4c40-8519-9e136c717e90', 'b0a1783e-5462-4c36-90c8-3cf96e745c20']",8,,,,,,,,,,,,,,,Villarreal,222,00:18:08.304,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.692543,,,,,,,,,,,,,,,075c488a-8a98-40e1-b229-26539bb1abbc,717,,"[12.7, 54.7]",68320,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Rodríguez Venta,25937.0,Right Back,40,Barcelona,217,"['6b996b36-1245-4a75-b8b7-c66adb32ef53', 'd8c3fd93-13f8-4ff4-998d-3c1a9c751c55']",10,,,,,,,,,,,,,,,Villarreal,222,00:18:10.217,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.514871,,,,,,,,,,,,,,,8a0ad839-6637-4c5f-a1b5-ad7975c0f347,729,,"[35.7, 66.6]",68320,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rafael Márquez Álvarez,5558.0,Left Center Back,41,Villarreal,222,"['46a009c2-ccc1-461d-b408-162db8482bf6', 'f72398b9-7d9d-42c6-bc7a-6b2f8105f8d9']",42,,,,,,,,,,,,,,,Barcelona,217,00:18:42.497,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.847029,,,,,,,,,,,,,,,775dd0a9-2b40-45d8-87d5-8ca0c4f6dcc4,731,,"[41.2, 53.5]",68320,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Oleguer Presas Renom,25873.0,Right Back,41,Villarreal,222,"['831c84e0-19ae-435c-a35a-ecfb81bf8072', 'b89c8f9a-d40e-4a42-b65c-d4ddb7c1d0eb', 'cc040031-1ba8-443c-a3f7-b43ec7d52918']",43,,,,,,,,,,,,,,,Barcelona,217,00:18:43.819,Pressure,,2005/2006
,,,,,,,,,,,,,,,1.680761,,,,,,,,,,,,,,,dd23416c-4ef9-4998-afb6-b8387fe28603,737,,"[39.2, 41.8]",68320,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,41,Villarreal,222,"['74672315-cf54-4842-85c5-2d4c5a3128cf', '89d7a485-608f-401b-a589-a32161382038', '8d0381e3-3b38-4c42-9dfb-ef4c983d9af3']",45,,,,,,,,,,,,,,,Barcelona,217,00:18:45.009,Pressure,,2005/2006
,,,,,,,,,,,,,,,7.2518,,,,,,,,,,,,,,,1822f66e-9ed2-4802-811f-da2f69c775d5,746,,"[15.6, 59.1]",68320,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,41,Villarreal,222,"['355a445f-1bcf-4d4e-9388-8adfc412f3ef', '62cdc9d9-97c4-41e9-8941-ccdf420f845e', 'e1e0f26f-14c6-42d6-8555-9c575dfc5cb3']",48,,,,,,,,,,,,,,,Barcelona,217,00:18:48.840,Pressure,,2005/2006
,,,,,,,,,,,,,,,2.184255,,,,,,,,,,,,,,,8ef58edd-3ad7-4bc1-bd6e-613ffcd75e24,747,,"[17.6, 60.8]",68320,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rafael Márquez Álvarez,5558.0,Left Center Back,41,Villarreal,222,"['355a445f-1bcf-4d4e-9388-8adfc412f3ef', 'e1e0f26f-14c6-42d6-8555-9c575dfc5cb3']",49,,,,,,,,,,,,,,,Barcelona,217,00:18:49.261,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.581186,,,,,,,,,,,,,,,c89404f9-84d7-4806-8c44-ee4cb46d25ee,754,,"[58.5, 37.7]",68320,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,41,Villarreal,222,"['3b1b4329-b6e0-480f-abda-3a28a7181618', '9d047a76-d2bd-42a6-8359-068b8bc7005c']",58,,,,,,,,,,,,,,,Barcelona,217,00:18:58.967,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.561197,,,,,,,,,,,,,,,042c7bcc-dab7-4443-b9cd-40a344f23a09,760,,"[69.7, 52.0]",68320,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,41,Villarreal,222,"['7fbe8b98-a9bc-4544-9c01-e0d72e40f37b', 'eb6d4b68-b410-4aa8-b857-265b154c726c']",6,,,,,,,,,,,,,,,Villarreal,222,00:19:06.249,Pressure,,2005/2006
,,,,,,,,,True,,,,,,0.579682,,,,,,,,,,,,,,,8a0c6dd8-29df-45a6-9113-7198045d5f08,766,,"[69.0, 46.3]",68320,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Joaquín Moreno Verdú,25939.0,Right Center Midfield,42,Barcelona,217,"['3372cb33-f71f-4d38-a711-5bd2b7d36bbb', '8c6332c5-3cc9-490d-a986-e86440ffdee9']",7,,,,,,,,,,,,,,,Villarreal,222,00:19:07.962,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.474983,,,,,,,,,,,,,,,8c21b547-e628-4174-a928-1123d3edbf39,786,,"[42.2, 77.7]",68320,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Rodríguez Venta,25937.0,Right Back,42,Barcelona,217,,25,,,,,,,,,,,,,,,Villarreal,222,00:19:25.584,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.366144,,,,,,,,,,,,,,,467a52fd-cc2d-43f9-8d5c-fc732677c8c8,795,,"[38.3, 78.3]",68320,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,43,Barcelona,217,"['02eee28a-b2a2-4ea4-82b7-4d3cf95acb73', '464c573c-6184-4bbc-851f-d907e694f1f4']",38,,,,,,,,,,,,,,,Villarreal,222,00:19:38.616,Pressure,,2005/2006
,,,,,,,,,,,,,,,1.006429,,,,,,,,,,,,,,,4e21af20-4fb0-4868-ba31-3e822e1c7dd2,797,,"[41.9, 72.1]",68320,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Joaquín Moreno Verdú,25939.0,Right Center Midfield,43,Barcelona,217,"['35808fe1-75b0-4390-92a6-4fe7b470a3c1', 'a2c1c185-5498-4445-9adb-33b88130016f']",39,,,,,,,,,,,,,,,Villarreal,222,00:19:39.341,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.691842,,,,,,,,,,,,,,,46d4beb7-4244-4b78-96aa-60797c64d2f0,813,,"[74.7, 35.7]",68320,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Luciano Gabriel Figueroa Herrera,25941.0,Center Forward,46,Villarreal,222,,12,,,,,,,,,,,,,,,Villarreal,222,00:21:12.734,Pressure,,2005/2006
,,,,,,,,,,,,,,,1.2254,,,,,,,,,,,,,,,1416c8e8-ea22-48d5-9149-057b622e8c47,829,,"[67.5, 53.6]",68320,22,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,47,Villarreal,222,"['82324766-a772-4887-ab65-6c4ba6c99d54', 'ea3df470-17a9-41b8-b7c5-9e7957ee2070']",12,,,,,,,,,,,,,,,Barcelona,217,00:22:12.100,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.506507,,,,,,,,,,,,,,,0132056a-b158-4b2c-8f56-8b79e17ad085,833,,"[53.9, 73.6]",68320,22,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Oleguer Presas Renom,25873.0,Right Back,47,Villarreal,222,"['2636e006-070e-4681-894c-838c3a9e66b6', '64130573-9274-4d13-a6e1-22da2d3f7faf']",14,,,,,,,,,,,,,,,Barcelona,217,00:22:14.147,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.6785,,,,,,,,,,,,,,,5db6189f-f64b-4a4f-94d7-448659e3360f,838,,"[59.7, 76.2]",68320,22,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,48,Barcelona,217,['2435eb61-ca16-4c0f-bed1-e65b81ee7ebd'],29,,,,,,,,,,,,,,,Barcelona,217,00:22:29.903,Pressure,,2005/2006
,,,,,,,,,,,,,,,1.016211,,,,,,,,,,,,,,,62fb2d51-c9d5-4f03-a7d2-2e2a193394b3,847,,"[68.2, 39.8]",68320,22,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,48,Barcelona,217,"['c4e90220-141e-45a1-8e55-b9302b348b57', 'd0782957-97ab-4975-9a20-9a9ec372443f', 'f1a5db69-35cf-48d7-849b-475d0355ce3d']",34,,,,,,,,,,,,,,,Villarreal,222,00:22:34.626,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.876967,,,,,,,,,,,,,,,468ac6fc-54ba-45d4-bbc5-8557ee01e52f,856,,"[35.0, 58.1]",68320,22,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gonzalo Javier Rodríguez,25931.0,Right Center Back,48,Barcelona,217,"['3e3cded4-a9d3-4a82-a72c-2510f9452871', '56dfb5e6-52d8-48d7-888e-4f4de1e59292', 'a48e55df-33c7-4af5-9848-604bbb6b9b96']",43,,,,,,,,,,,,,,,Villarreal,222,00:22:43.063,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.712576,,,,,,,,,,,,,,,edd356f6-67b1-4090-b880-133a9c7239c6,872,,"[65.5, 73.8]",68320,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,50,Villarreal,222,"['51aff332-7528-49b3-84e7-d42b2e8f810f', '52bc7a41-1a6b-462b-97ab-9f89b398e17f', '9b2a7845-11a3-4465-87e3-5e9e025adf20']",40,,,,,,,,,,,,,,,Barcelona,217,00:24:40.289,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.7359,,,,,,,,,,,,,,,05863ac0-91f7-4ca6-9659-0e6e92f4be39,880,,"[22.4, 53.6]",68320,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Left Center Back,51,Villarreal,222,,55,,,,,,,,,,,,,,,Barcelona,217,00:24:55.704,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.3995,,,,,,,,,,,,,,,3a7f1159-310f-4285-a232-5e3d8ff5dbde,885,,"[88.0, 30.7]",68320,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Samuel Eto''o Fils,19298.0,Center Forward,51,Villarreal,222,['e60f77dc-313a-4795-8784-3f8bb7994a78'],2,,,,,,,,,,,,,,,Barcelona,217,00:25:02.817,Pressure,,2005/2006
,,,,,,,,,True,,,,,,0.629347,,,,,,,,,,,,,,,601719d1-9cac-4ad2-bdd2-6a56ea11d81b,890,,"[55.9, 38.6]",68320,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos Antonio Senna da Silva,20135.0,Left Center Midfield,52,Barcelona,217,"['11c49616-8089-4100-9704-2b9137cac751', '292251cd-5155-4e84-adb3-795e34c5f8a8']",7,,,,,,,,,,,,,,,Villarreal,222,00:25:07.763,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.958244,,,,,,,,,,,,,,,bd93e177-925b-4142-aac3-4bdef5c67460,896,,"[52.1, 41.9]",68320,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Juan Román Riquelme,25934.0,Right Wing,53,Barcelona,217,"['6e2d2b76-6d39-44f3-adc0-8f8fd7ab7537', '931686ce-568d-4f56-9af5-6dd52ca2aa49', 'a1c7d875-aa23-449c-8e29-e846891992f0']",27,,,,,,,,,,,,,,,Villarreal,222,00:25:27.919,Pressure,,2005/2006
,,,,,,,,,True,,,,,,0.826315,,,,,,,,,,,,,,,ca5d17c4-4b18-4543-8285-6c67ca6296bf,905,,"[75.7, 7.5]",68320,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,54,Villarreal,222,,34,,,,,,,,,,,,,,,Barcelona,217,00:25:34.574,Pressure,,2005/2006
,,,,,,,,,,,,,,,1.3257,,,,,,,,,,,,,,,4bcc7a20-4df4-4c64-8c91-9c059509fa17,921,,"[87.3, 57.2]",68320,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Oleguer Presas Renom,25873.0,Right Back,54,Villarreal,222,"['1f79dfc9-9a55-465c-9dc1-0662e54e6704', 'ef230a0c-efad-4dc8-a57e-62dd034ce400']",48,,,,,,,,,,,,,,,Barcelona,217,00:25:48.028,Pressure,,2005/2006
,,,,,,,,,,,,,,,0.593157,,,,,,,,,,,,,,,f6ae5528-8d78-4d7f-9bdd-91c8435a9138,926,,"[90.9, 68.0]",68320,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Oleguer Presas Renom,25873.0,Right Back,54,Villarreal,222,,54,,,,,,,,,,,,,,,Barcelona,217,00:25:54.191,Pressure,,2005/2006
